address,prices,Rooms,Square_in_m^2,floor,Type,Year,District
 мкр Тепличный 17,30 000 000 〒,2, 44, 3/3,['монолитный дом'],['2022 г.п.'],['Ауэзовский р-н']
" мкр Шугыла, Мкр. Шугыла 340/3",17 000 000 〒,1, 31, 1/9,['монолитный дом'],['2023 г.п.'],['Наурызбайский р-н']
 мкр Мамыр-3,45 000 000 〒,2, 60, 3/9,['монолитный дом'],['2004 г.п.'],['Ауэзовский р-н']
" мкр №10, Мкр 10 12",26 000 000 〒,1, 32, 1/5,['панельный дом'],['1969 г.п.'],['Ауэзовский р-н']
 мкр №1 77)3 — Саина,47 000 000 〒,2, 48, 3/7,['кирпичный дом'],['2023 г.п.'],['Ауэзовский р-н']
 мкр №3 39б,11 000 000 〒,1, 19, 1/4,['панельный дом'],['1990 г.п.'],['Ауэзовский р-н']
 Си Синхая 17,51 000 000 〒,2, 64, 5/13,['монолитный дом'],['2022 г.п.'],[]
 Чайковского — Жамбыла,76 000 000 〒,4, 89, 1/5,['кирпичный дом'],['1969 г.п.'],['Алмалинский р-н']
 мкр Шугыла 341,22 500 000 〒,1, 39, 6/9,['монолитный дом'],['2020 г.п.'],['Наурызбайский р-н']
 мкр Мамыр-7 — Шаляпина,55 500 000 〒,3, 81, 4/5,['панельный дом'],['2000 г.п.'],['Ауэзовский р-н']
 проспект Сейфуллина 232 — Угол Успенского,9 000 000 〒,1, 25.1, 2/3,['кирпичный дом'],['1986 г.п.'],['Турксибский р-н']
 Макатаева 131 — Муратбаева,30 000 000 〒,1, 39, 1/16,['монолитный дом'],['2020 г.п.'],['Алмалинский р-н']
 Байсеитовой 40 — Абая,110 000 000 〒,3, 140, 2/5,['кирпичный дом'],['1982 г.п.'],['Бостандыкский р-н']
 Мусабаева 23,85 000 000 〒,2, 89.8, 2/3,['панельный дом'],['2007 г.п.'],['Бостандыкский р-н']
 Мусабаева 23,85 000 000 〒,2, 89.8, 2/3,['панельный дом'],['2007 г.п.'],['Бостандыкский р-н']
 Нурсая 4 — Спасская,22 000 000 〒,2, 50, 5/5,['кирпичный дом'],['1988 г.п.'],['Турксибский р-н']
" Шевченко 149 — Недалеко от глобуса, рядом ЖК Легенда",16 500 000 〒,1, 17.7, 2/5,['кирпичный дом'],['1984 г.п.'],['Алмалинский р-н']
" мкр Тастак-3, Толе би",63 000 000 〒,3, 88.1, 3/15,['монолитный дом'],['2015 г.п.'],['Алмалинский р-н']
" мкр Астана, 1/18 2",50 000 000 〒,1, 52, 12/13,['монолитный дом'],['2021 г.п.'],['Ауэзовский р-н']
 Си Синхая 17,42 000 000 〒,2, 58, 5/12,['монолитный дом'],['2023 г.п.'],['Бостандыкский р-н']
 мкр Кулагер,35 500 000 〒,2, 62, 5/5,['монолитный дом'],['2007 г.п.'],['Жетысуский р-н']
 мкр Шугыла — проспект Алатау Алма сити,18 000 000 〒,1, 31, 7/10,['монолитный дом'],['2019 г.п.'],['Наурызбайский р-н']
 Розыбакиева 20 — Утепова,45 500 000 〒,1, 47, 6/17,['монолитный дом'],['2022 г.п.'],['Бостандыкский р-н']
 Джандосова 21 — Жарокова,52 000 000 〒,3, 67, 2/4,['кирпичный дом'],['1983 г.п.'],['Бостандыкский р-н']
" мкр Баганашыл, Санаторная 14Б",125 000 000 〒,3, 125, 2/2,['кирпичный дом'],['2021 г.п.'],['Бостандыкский р-н']
 мкр Айнабулак-4 169 — Макатаева,20 500 000 〒,1, 39, 5/5,['панельный дом'],['1986 г.п.'],['Жетысуский р-н']
" мкр Шугыла, ул. Жунисова 2/13 3 — Алатау Райымбек",22 000 000 〒,1, 38, 3/6,['монолитный дом'],['2022 г.п.'],['Наурызбайский р-н']
 Кабдолова 14 — Правда Кабдолова,65 000 000 〒,3, 76.3, 5/13,['монолитный дом'],['2021 г.п.'],['Ауэзовский р-н']
 Навои 208 — Торайгырова,95 000 000 〒,3, 105, 4/18,['монолитный дом'],['2015 г.п.'],['Бостандыкский р-н']
 Макатаева 131 — Муратбаева,73 000 000 〒,2, 78, 4/13,['монолитный дом'],['2019 г.п.'],['Алмалинский р-н']
 Сатпаева 9б,83 000 000 〒,2, 83, 6/16,['кирпичный дом'],['2005 г.п.'],['Бостандыкский р-н']
" мкр Шугыла, Алма сити 4 5",20 500 000 〒,1, 42.2, 1/6,['монолитный дом'],['2022 г.п.'],['Наурызбайский р-н']
" мкр Алмагуль, Гагарина 309",94 000 000 〒,3, 90, 2/10,['монолитный дом'],['2016 г.п.'],['Бостандыкский р-н']
 Варламова 33,43 000 000 〒,3, 84.5, 4/12,['панельный дом'],['2009 г.п.'],['Алмалинский р-н']
 Мынбаева 93,55 000 000 〒,3, 72, 4/5,['кирпичный дом'],['1994 г.п.'],['Бостандыкский р-н']
 Радостовца,149 900 000 〒,4, 157, 3/12,['монолитный дом'],['2022 г.п.'],['Бостандыкский р-н']
 Абая 150/230,85 000 000 〒,4, 118, 3/16,['монолитный дом'],['2009 г.п.'],['Бостандыкский р-н']
" мкр Шугыла, Жунисова 10 к1",23 000 000 〒,1, 32, 9/10,['монолитный дом'],['2022 г.п.'],['Наурызбайский р-н']
 мкр Таугуль-1,63 000 000 〒,3, 60, 2/12,['монолитный дом'],['2015 г.п.'],['Ауэзовский р-н']
 мкр Алмагуль 18 — Байкадамова,25 500 000 〒,1, 31, 1/5,['панельный дом'],['1979 г.п.'],['Бостандыкский р-н']
 Аль-Фараби 105 — Ходжанова,51 000 000 〒,2, 52, 7/21,['монолитный дом'],['2023 г.п.'],['Бостандыкский р-н']
 мкр Жетысу-2 — Абая-Саина,55 000 000 〒,3, 74, 1/9,['панельный дом'],['1994 г.п.'],['Ауэзовский р-н']
" мкр Шугыла, Алтын Орда 6г",24 500 000 〒,2, 62.8, 4/5,['монолитный дом'],['2024 г.п.'],['Наурызбайский р-н']
" мкр Аккент, Мкр. Аккент 65 — Райымбека Саина",23 800 000 〒,2, 52, 7/9,['монолитный дом'],['2023 г.п.'],['Алатауский р-н']
 Толе би 181 — Ауэзова,58 000 000 〒,2, 62, 13/17,['монолитный дом'],['2021 г.п.'],['Алмалинский р-н']
 Ауэзова,45 000 000 〒,2, 63, 15/15,['монолитный дом'],['2022 г.п.'],[]
 Навои 68/2 — Навои - Джандосова,66 000 000 〒,3, 90.9, 7/8,['монолитный дом'],['2022 г.п.'],['Ауэзовский р-н']
 Абая 164/4 — Брусиловского,46 500 000 〒,2, 45, 4/17,['монолитный дом'],['2022 г.п.'],['Бостандыкский р-н']
 мкр Аксай-2,37 000 000 〒,2, 66, 9/9,['панельный дом'],['1983 г.п.'],['Ауэзовский р-н']
 мкр Аксай-1,33 500 000 〒,2, 56.6, 6/9,['панельный дом'],['1985 г.п.'],['Ауэзовский р-н']
 20-Линия — сатбаева Розыбакиева,31 000 000 〒,1, 44, 1/5,['панельный дом'],['1983 г.п.'],['Бостандыкский р-н']
 мкр Тастак-2 41 А — Кавказская,28 000 000 〒,2, 40.3, 1/5,['панельный дом'],['1982 г.п.'],['Алмалинский р-н']
 мкр Жетысу-1 28,36 999 999 〒,2, 60, 7/9,['панельный дом'],['1990 г.п.'],['Ауэзовский р-н']
 мкр №10 А 3,23 500 000 〒,2, 44, 4/4,['панельный дом'],['1966 г.п.'],['Ауэзовский р-н']
" мкр Алмагуль, Утепова 13 — Гагарина",27 200 000 〒,2, 45, 2/2,['кирпичный дом'],['1960 г.п.'],['Бостандыкский р-н']
 мкр Кокжиек,25 000 000 〒,1, 40, 1/6,['монолитный дом'],['2010 г.п.'],['Жетысуский р-н']
 мкр Айнабулак-3 155 — Магазин катюша!,36 000 000 〒,2, 61, 3/5,['панельный дом'],['1986 г.п.'],['Жетысуский р-н']
 Утеген батыра 92 — Кобдолова,50 000 000 〒,3, 60, 2/5,['панельный дом'],['1980 г.п.'],['Ауэзовский р-н']
 Беимбета Майлина 26,50 000 000 〒,2, 43, 1/2,['кирпичный дом'],['1957 г.п.'],['Турксибский р-н']
 Барибаева 43/6,64 500 000 〒,2, 64, 11/11,['монолитный дом'],['2018 г.п.'],['Медеуский р-н']
 мкр Жетысу-3 60,75 000 000 〒,3, 120, 5/11,['монолитный дом'],['2013 г.п.'],['Ауэзовский р-н']
" мкр Акбулак, Шугыла",26 995 000 〒,2, 55.1, 6/7,['монолитный дом'],['2023 г.п.'],['Алатауский р-н']
" мкр Шугыла, Сакен Жунисова 2/13 к23",20 000 000 〒,1, 50, 3/6,['монолитный дом'],['2022 г.п.'],['Наурызбайский р-н']
 мкр Айнабулак-3 143a — Макатаева,28 500 000 〒,1, 46, 1/5,['панельный дом'],['1989 г.п.'],['Жетысуский р-н']
 Абая 164/2 — Брусиловского,63 000 000 〒,3, 104, 12/16,['монолитный дом'],['2022 г.п.'],['Бостандыкский р-н']
 Жунисова — Жакыпбаева,43 000 000 〒,3, 88.3, 9/10,['монолитный дом'],['2021 г.п.'],['Наурызбайский р-н']
 мкр №9 40 — Шаляпина Береговой,22 000 000 〒,1, 31, 1/4,['панельный дом'],['1968 г.п.'],['Ауэзовский р-н']
 Дарабоз 29,20 500 000 〒,1, 36, 11/12,[],['2023 г.п.'],['Алатауский р-н']
 Жароков,28 000 000 〒,1, 30, 5/5,['панельный дом'],['1979 г.п.'],['Алмалинский р-н']
 мкр Кулагер 25,50 000 000 〒,3, 92, 5/9,['монолитный дом'],['2005 г.п.'],['Жетысуский р-н']
" мкр Самал-1, Сатпаева 2 — Достык",42 500 000 〒,2, 45, 4/4,['кирпичный дом'],['1962 г.п.'],['Медеуский р-н']
" мкр Шугыла, Жунисова 8/5",19 000 000 〒,1, 28, 4/10,['монолитный дом'],['2022 г.п.'],['Наурызбайский р-н']
 Жунисова 2/13,26 500 000 〒,2, 47.8, 3/6,[],['2022 г.п.'],['Наурызбайский р-н']
 Гагарина 310,39 500 000 〒,2, 44.5, 18/21,['монолитный дом'],['2023 г.п.'],['Бостандыкский р-н']
 Иргели 7093 — Алматы Бишкек,8 700 000 〒,1, 19, 1/6,['монолитный дом'],['2014 г.п.'],[]
 мкр Акбулак — Ул.Рыскулова уг. Доспановой,37 000 000 〒,2, 67, 10/10,['монолитный дом'],['2011 г.п.'],['Алатауский р-н']
" мкр Акбулак, Мкр Дарабоз 53",26 500 000 〒,1, 45, 10/10,['монолитный дом'],['2021 г.п.'],['Алатауский р-н']
 мкр №6,20 000 000 〒,1, 31, 2/4,['панельный дом'],['1974 г.п.'],['Ауэзовский р-н']
 мкр Жулдыз-1 1/з,11 000 000 〒,1, 13.5, 2/3,['кирпичный дом'],['1979 г.п.'],['Турксибский р-н']
 Розыбакиева 320,208 000 000 〒,4, 132, 6/8,['монолитный дом'],['2021 г.п.'],['Бостандыкский р-н']
 мкр №6 41,34 000 000 〒,3, 60, 4/4,['панельный дом'],['1967 г.п.'],['Ауэзовский р-н']
 мкр Аксай-4 53,45 000 000 〒,4, 84.1,,['панельный дом'],['1986 г.п.'],['Ауэзовский р-н']
 Торайгырова 19 — Мустафина,29 000 000 〒,1, 29, 11/12,['монолитный дом'],['2021 г.п.'],['Бостандыкский р-н']
" Абая 200 — АДК, метро Сайран",58 000 000 〒,4, 90, 8/8,['панельный дом'],['1977 г.п.'],['Бостандыкский р-н']
 мкр №9 35 — шаляпина-берегового,36 000 000 〒,3, 59, 3/4,['панельный дом'],['1967 г.п.'],['Ауэзовский р-н']
 мкр Саялы 130,22 000 000 〒,1, 39, 1/5,['монолитный дом'],['2017 г.п.'],['Алатауский р-н']
 Жарокова 269 — Байкадамова,55 000 000 〒,3, 76.7, 9/9,['панельный дом'],['1987 г.п.'],['Бостандыкский р-н']
 Джамбула 205 — Жарокова,38 000 000 〒,2, 44, 5/5,['панельный дом'],['1981 г.п.'],['Алмалинский р-н']
" мкр Шугыла, ул. Сакен Жунисов 2/13 кор.19",36 000 000 〒,3, 90.3, 3/6,['монолитный дом'],['2022 г.п.'],['Наурызбайский р-н']
 Пушкина 26 — Пушкина/Маметова,65 000 000 〒,5, 110.5, 5/5,['кирпичный дом'],['1980 г.п.'],['Медеуский р-н']
 мкр №9 39,36 500 000 〒,3, 59, 3/4,['панельный дом'],['1968 г.п.'],['Ауэзовский р-н']
